id,entity,amount,currency,status,order_id,invoice_id,description,method,international,refund_status,amount_refunded,captured,email,contact,fee,tax,created_at,card_id,card_network,card_type,bank,contract_fee_rate,applied_fee_rate,base_fee,anomaly_type
pay_EH24010500621,payment,525000,INR,captured,order_EH24010500621,inv_EH24010500621,Online electronics order,upi,false,null,0,true,customer621@example.com,+919000000620,9450,0,1704450000,,,,,0.018,0.018,94.5,
pay_EH24012500622,payment,587000,INR,captured,order_EH24012500622,inv_EH24012500622,Online electronics order,card,false,null,0,true,customer622@example.com,+919000000621,10566,0,1706181660,card_52f56f3cadc7,RuPay,debit,,0.018,0.018,105.66,
pay_EH24011700623,payment,1122000,INR,captured,order_EH24011700623,inv_EH24011700623,Online electronics order,upi,false,null,0,true,customer623@example.com,+919000000622,20196,0,1705494120,,,,,0.018,0.018,201.96,
pay_EH24011100624,payment,219000,INR,captured,order_EH24011100624,inv_EH24011100624,Online electronics order,upi,false,null,0,true,customer624@example.com,+919000000623,3942,0,1704979380,,,,,0.018,0.018,39.42,
pay_EH24011400625,payment,978000,INR,captured,order_EH24011400625,inv_EH24011400625,Online electronics order,netbanking,false,null,0,true,customer625@example.com,+919000000624,17604,0,1705242240,,,,,0.018,0.018,176.04,
pay_EH24012900626,payment,565000,INR,captured,order_EH24012900626,inv_EH24012900626,Online electronics order,upi,false,null,0,true,customer626@example.com,+919000000625,10170,0,1706541900,,,,,0.018,0.018,101.7,
pay_EH24010900627,payment,207000,INR,captured,order_EH24010900627,inv_EH24010900627,Online electronics order,netbanking,false,null,0,true,customer627@example.com,+919000000626,3726,0,1704817560,,,,,0.018,0.018,37.26,
pay_EH24013000628,payment,463000,INR,captured,order_EH24013000628,inv_EH24013000628,Online electronics order,upi,false,null,0,true,customer628@example.com,+919000000627,8334,0,1706635620,,,,,0.018,0.018,83.34,
pay_EH24012100629,payment,1147000,INR,captured,order_EH24012100629,inv_EH24012100629,Online electronics order,upi,false,null,0,true,customer629@example.com,+919000000628,20646,0,1705861680,,,,,0.018,0.018,206.46,
pay_EH24010400630,payment,672000,INR,captured,order_EH24010400630,inv_EH24010400630,Online electronics order,netbanking,false,null,0,true,customer630@example.com,+919000000629,12096,0,1704396540,,,,,0.018,0.018,120.96,
pay_EH24010900631,payment,340000,INR,captured,order_EH24010900631,inv_EH24010900631,Online electronics order,upi,false,null,0,true,customer631@example.com,+919000000630,6120,0,1704796200,,,,,0.018,0.018,61.2,
pay_EH24010200632,payment,1060000,INR,captured,order_EH24010200632,inv_EH24010200632,Online electronics order,card,false,null,0,true,customer632@example.com,+919000000631,19080,0,1704195060,card_29f9606ee2d9,MasterCard,credit,,0.018,0.018,190.8,
pay_EH24012600633,payment,914000,INR,captured,order_EH24012600633,inv_EH24012600633,Online electronics order,upi,false,null,0,true,customer633@example.com,+919000000632,16452,0,1706272320,,,,,0.018,0.018,164.52,
pay_EH24012800634,payment,3469000,INR,captured,order_EH24012800634,inv_EH24012800634,Online electronics order,card,false,null,0,true,customer634@example.com,+919000000633,62441,0,1706448780,card_b8d62c1f2bfe,RuPay,credit,,0.018,0.018,624.42,
pay_EH24012100635,payment,767000,INR,captured,order_EH24012100635,inv_EH24012100635,Online electronics order,upi,false,null,0,true,customer635@example.com,+919000000634,13806,0,1705847640,,,,,0.018,0.018,138.06,
pay_EH24011400636,payment,591000,INR,captured,order_EH24011400636,inv_EH24011400636,Online electronics order,upi,false,null,0,true,customer636@example.com,+919000000635,10638,0,1705246500,,,,,0.018,0.018,106.38,
pay_EH24010500637,payment,1399000,INR,captured,order_EH24010500637,inv_EH24010500637,Online electronics order,card,false,null,0,true,customer637@example.com,+919000000636,25182,0,1704472560,card_3261f6db8f9f,Visa,debit,,0.018,0.018,251.82,
pay_EH24010200638,payment,647000,INR,captured,order_EH24010200638,inv_EH24010200638,Online electronics order,card,false,null,0,true,customer638@example.com,+919000000637,11646,0,1704217020,card_2db65bf6ce64,American Express,debit,,0.018,0.018,116.46,
pay_EH24013100639,payment,959000,INR,captured,order_EH24013100639,inv_EH24013100639,Online electronics order,upi,false,null,0,true,customer639@example.com,+919000000638,17262,0,1706726280,,,,,0.018,0.018,172.62,
pay_EH24011400640,payment,1165000,INR,captured,order_EH24011400640,inv_EH24011400640,Online electronics order,upi,false,null,0,true,customer640@example.com,+919000000639,20970,0,1705261140,,,,,0.018,0.018,209.7,
pay_EH24010300641,payment,184000,INR,captured,order_EH24010300641,inv_EH24010300641,Online electronics order,card,false,null,0,true,customer641@example.com,+919000000640,3311,0,1704278400,card_4fa58545323b,MasterCard,credit,,0.018,0.018,33.12,
pay_EH24011100642,payment,335000,INR,captured,order_EH24011100642,inv_EH24011100642,Online electronics order,card,false,null,0,true,customer642@example.com,+919000000641,6030,0,1704973260,card_4d3b28e4eea6,Visa,debit,,0.018,0.018,60.3,
pay_EH24011000643,payment,244000,INR,captured,order_EH24011000643,inv_EH24011000643,Online electronics order,card,false,null,0,true,customer643@example.com,+919000000642,4392,0,1704890520,card_d9f6734bf200,Visa,credit,,0.018,0.018,43.92,
pay_EH24011000644,payment,413000,INR,captured,order_EH24011000644,inv_EH24011000644,Online electronics order,card,false,null,0,true,customer644@example.com,+919000000643,7434,0,1704894180,card_58097bc3d391,MasterCard,credit,,0.018,0.018,74.34,
pay_EH24013000645,payment,501000,INR,captured,order_EH24013000645,inv_EH24013000645,Online electronics order,netbanking,false,null,0,true,customer645@example.com,+919000000644,9018,0,1706625840,,,,,0.018,0.018,90.18,
pay_EH24012800646,payment,453000,INR,captured,order_EH24012800646,inv_EH24012800646,Online electronics order,card,false,null,0,true,customer646@example.com,+919000000645,8154,0,1706456700,card_a56ae0d1e891,American Express,debit,,0.018,0.018,81.54,
pay_EH24012400647,payment,378000,INR,captured,order_EH24012400647,inv_EH24012400647,Online electronics order,upi,false,null,0,true,customer647@example.com,+919000000646,6804,0,1706114760,,,,,0.018,0.018,68.04,
pay_EH24010800648,payment,800000,INR,captured,order_EH24010800648,inv_EH24010800648,Online electronics order,upi,false,null,0,true,customer648@example.com,+919000000647,14400,0,1704736020,,,,,0.018,0.018,144.0,
pay_EH24012500649,payment,350000,INR,captured,order_EH24012500649,inv_EH24012500649,Online electronics order,upi,false,null,0,true,customer649@example.com,+919000000648,6300,0,1706208480,,,,,0.018,0.018,63.0,
pay_EH24012000650,payment,478000,INR,captured,order_EH24012000650,inv_EH24012000650,Online electronics order,netbanking,false,partial,49000,true,customer650@example.com,+919000000649,8604,0,1705780140,,,,,0.018,0.018,86.04,
pay_EH24012700651,payment,884000,INR,captured,order_EH24012700651,inv_EH24012700651,Online electronics order,card,false,null,0,true,customer651@example.com,+919000000650,15912,0,1706352600,card_6b68e3593519,RuPay,debit,,0.018,0.018,159.12,
pay_EH24011400652,payment,705000,INR,captured,order_EH24011400652,inv_EH24011400652,Online electronics order,upi,false,partial,245000,true,customer652@example.com,+919000000651,12690,0,1705233060,,,,,0.018,0.018,126.9,
pay_EH24010100653,payment,742000,INR,captured,order_EH24010100653,inv_EH24010100653,Online electronics order,upi,false,null,0,true,customer653@example.com,+919000000652,13356,0,1704113520,,,,,0.018,0.018,133.56,
pay_EH24011300654,payment,569000,INR,captured,order_EH24011300654,inv_EH24011300654,Online electronics order,upi,false,null,0,true,customer654@example.com,+919000000653,10242,0,1705153980,,,,,0.018,0.018,102.42,
pay_EH24012900655,payment,774000,INR,captured,order_EH24012900655,inv_EH24012900655,Online electronics order,upi,true,null,0,true,customer655@example.com,+919000000654,13932,0,1706540040,,,,,0.018,0.018,139.32,
pay_EH24012600656,payment,433000,INR,captured,order_EH24012600656,inv_EH24012600656,Online electronics order,upi,false,null,0,true,customer656@example.com,+919000000655,7794,0,1706284500,,,,,0.018,0.018,77.94,
pay_EH24011600657,payment,1322000,INR,captured,order_EH24011600657,inv_EH24011600657,Online electronics order,upi,false,null,0,true,customer657@example.com,+919000000656,23796,0,1705424160,,,,,0.018,0.018,237.96,
pay_EH24010600658,payment,367000,INR,captured,order_EH24010600658,inv_EH24010600658,Online electronics order,card,false,null,0,true,customer658@example.com,+919000000657,6606,0,1704563820,card_b3472591edef,American Express,debit,,0.018,0.018,66.06,
pay_EH24012000659,payment,122000,INR,captured,order_EH24012000659,inv_EH24012000659,Online electronics order,wallet,false,null,0,true,customer659@example.com,+919000000658,2196,0,1705777080,,,,,0.018,0.018,21.96,
pay_EH24010300660,payment,1126000,INR,captured,order_EH24010300660,inv_EH24010300660,Online electronics order,upi,false,null,0,true,customer660@example.com,+919000000659,20268,0,1704311940,,,,,0.018,0.018,202.68,
pay_EH24013100661,payment,877000,INR,captured,order_EH24013100661,inv_EH24013100661,Online electronics order,emi,false,null,0,true,customer661@example.com,+919000000660,15786,0,1706695200,,,,,0.018,0.018,157.86,
pay_EH24010700662,payment,371000,INR,captured,order_EH24010700662,inv_EH24010700662,Online electronics order,card,false,full,371000,true,customer662@example.com,+919000000661,6678,0,1704625260,card_83d3d7b71a16,MasterCard,debit,,0.018,0.018,66.78,
pay_EH24010100663,payment,318000,INR,captured,order_EH24010100663,inv_EH24010100663,Online electronics order,upi,false,null,0,true,customer663@example.com,+919000000662,5724,0,1704110520,,,,,0.018,0.018,57.24,
pay_EH24012600664,payment,631000,INR,captured,order_EH24012600664,inv_EH24012600664,Online electronics order,card,false,null,0,true,customer664@example.com,+919000000663,11358,0,1706274180,card_7e2d41a61caa,American Express,debit,,0.018,0.018,113.58,
pay_EH24010500665,payment,206000,INR,captured,order_EH24010500665,inv_EH24010500665,Online electronics order,upi,false,null,0,true,customer665@example.com,+919000000664,3708,0,1704463440,,,,,0.018,0.018,37.08,
pay_EH24011700666,payment,865000,INR,captured,order_EH24011700666,inv_EH24011700666,Online electronics order,card,false,null,0,true,customer666@example.com,+919000000665,15569,0,1705503900,card_02e318e81910,RuPay,debit,,0.018,0.018,155.7,
pay_EH24011400667,payment,169000,INR,captured,order_EH24011400667,inv_EH24011400667,Online electronics order,card,false,null,0,true,customer667@example.com,+919000000666,3042,0,1705248360,card_65a2cf96f47a,RuPay,credit,,0.018,0.018,30.42,
pay_EH24010400668,payment,823000,INR,captured,order_EH24010400668,inv_EH24010400668,Online electronics order,upi,false,null,0,true,customer668@example.com,+919000000667,14813,0,1704388020,,,,,0.018,0.018,148.14,
pay_EH24011100669,payment,274000,INR,captured,order_EH24011100669,inv_EH24011100669,Online electronics order,card,false,null,0,true,customer669@example.com,+919000000668,4932,0,1704996480,card_302e3792e5c9,MasterCard,debit,,0.018,0.018,49.32,
pay_EH24011700670,payment,1033000,INR,captured,order_EH24011700670,inv_EH24011700670,Online electronics order,upi,false,null,0,true,customer670@example.com,+919000000669,18594,0,1705518540,,,,,0.018,0.018,185.94,
pay_EH24012200671,payment,335000,INR,captured,order_EH24012200671,inv_EH24012200671,Online electronics order,card,false,null,0,true,customer671@example.com,+919000000670,6030,0,1705918200,card_a9511d3a0d71,Visa,debit,,0.018,0.018,60.3,
pay_EH24010200672,payment,613000,INR,captured,order_EH24010200672,inv_EH24010200672,Online electronics order,upi,false,null,0,true,customer672@example.com,+919000000671,11034,0,1704193860,,,,,0.018,0.018,110.34,
pay_EH24011100673,payment,530000,INR,captured,order_EH24011100673,inv_EH24011100673,Online electronics order,upi,false,null,0,true,customer673@example.com,+919000000672,9540,0,1704975120,,,,,0.018,0.018,95.4,
pay_EH24010800674,payment,616000,INR,captured,order_EH24010800674,inv_EH24010800674,Online electronics order,card,false,null,0,true,customer674@example.com,+919000000673,11088,0,1704719580,card_fd4fd5619a1b,MasterCard,credit,,0.018,0.018,110.88,
pay_EH24010500675,payment,943000,INR,captured,order_EH24010500675,inv_EH24010500675,Online electronics order,upi,false,null,0,true,customer675@example.com,+919000000674,16974,0,1704464040,,,,,0.018,0.018,169.74,
pay_EH24012900676,payment,362000,INR,captured,order_EH24012900676,inv_EH24012900676,Online electronics order,upi,false,null,0,true,customer676@example.com,+919000000675,6516,0,1706541300,,,,,0.018,0.018,65.16,
pay_EH24011300677,payment,311000,INR,captured,order_EH24011300677,inv_EH24011300677,Online electronics order,netbanking,false,null,0,true,customer677@example.com,+919000000676,5598,0,1705162560,,,,,0.018,0.018,55.98,
pay_EH24012100678,payment,7216000,INR,captured,order_EH24012100678,inv_EH24012100678,Online electronics order,upi,false,null,0,true,customer678@example.com,+919000000677,129888,0,1705857420,,,,,0.018,0.018,1298.88,
pay_EH24011300679,payment,836000,INR,captured,order_EH24011300679,inv_EH24011300679,Online electronics order,upi,false,null,0,true,customer679@example.com,+919000000678,15047,0,1705169880,,,,,0.018,0.018,150.48,
pay_EH24012000680,payment,787000,INR,captured,order_EH24012000680,inv_EH24012000680,Online electronics order,card,false,null,0,true,customer680@example.com,+919000000679,14166,0,1705778340,card_c3e3b7b7a579,American Express,credit,,0.018,0.018,141.66,
pay_EH24011100681,payment,100000,INR,captured,order_EH24011100681,inv_EH24011100681,Online electronics order,card,false,null,0,true,customer681@example.com,+919000000680,1800,0,1704968400,card_982fb17ad8d5,American Express,debit,,0.018,0.018,18.0,
pay_EH24012400682,payment,720000,INR,captured,order_EH24012400682,inv_EH24012400682,Online electronics order,upi,false,null,0,true,customer682@example.com,+919000000681,12960,0,1706095260,,,,,0.018,0.018,129.6,
pay_EH24010100683,payment,281000,INR,captured,order_EH24010100683,inv_EH24010100683,Online electronics order,upi,false,null,0,true,customer683@example.com,+919000000682,5058,0,1704111720,,,,,0.018,0.018,50.58,
pay_EH24012300684,payment,487000,INR,captured,order_EH24012300684,inv_EH24012300684,Online electronics order,upi,false,null,0,true,customer684@example.com,+919000000683,8766,0,1706016180,,,,,0.018,0.018,87.66,
pay_EH24013000685,payment,817000,INR,captured,order_EH24013000685,inv_EH24013000685,Online electronics order,wallet,false,full,817000,true,customer685@example.com,+919000000684,14706,0,1706624640,,,,,0.018,0.018,147.06,
pay_EH24012100686,payment,606000,INR,captured,order_EH24012100686,inv_EH24012100686,Online electronics order,card,false,null,0,true,customer686@example.com,+919000000685,10908,0,1705850700,card_530cf4b7898f,Visa,debit,,0.018,0.018,109.08,
pay_EH24012500687,payment,134000,INR,captured,order_EH24012500687,inv_EH24012500687,Online electronics order,upi,false,null,0,true,customer687@example.com,+919000000686,2412,0,1706199960,,,,,0.018,0.018,24.12,
pay_EH24011200688,payment,795000,INR,captured,order_EH24011200688,inv_EH24011200688,Online electronics order,card,false,null,0,true,customer688@example.com,+919000000687,14310,0,1705080420,card_fc7991d1f8a1,Visa,debit,,0.018,0.018,143.1,
pay_EH24012900689,payment,345000,INR,captured,order_EH24012900689,inv_EH24012900689,Online electronics order,wallet,false,null,0,true,customer689@example.com,+919000000688,6210,0,1706552880,,,,,0.018,0.018,62.1,
pay_EH24011100690,payment,858000,INR,captured,order_EH24011100690,inv_EH24011100690,Online electronics order,upi,true,partial,90000,true,customer690@example.com,+919000000689,15444,0,1705001340,,,,,0.018,0.018,154.44,
pay_EH24011300691,payment,346000,INR,captured,order_EH24011300691,inv_EH24011300691,Online electronics order,upi,false,null,0,true,customer691@example.com,+919000000690,6228,0,1705141800,,,,,0.018,0.018,62.28,
pay_EH24012600692,payment,501000,INR,captured,order_EH24012600692,inv_EH24012600692,Online electronics order,upi,false,null,0,true,customer692@example.com,+919000000691,9018,0,1706268660,,,,,0.018,0.018,90.18,
pay_EH24010800693,payment,127000,INR,captured,order_EH24010800693,inv_EH24010800693,Online electronics order,upi,false,null,0,true,customer693@example.com,+919000000692,2286,0,1704717120,,,,,0.018,0.018,22.86,
pay_EH24011300694,payment,525000,INR,captured,order_EH24011300694,inv_EH24011300694,Online electronics order,upi,false,null,0,true,customer694@example.com,+919000000693,9450,0,1705152780,,,,,0.018,0.018,94.5,
pay_EH24010200695,payment,275000,INR,captured,order_EH24010200695,inv_EH24010200695,Online electronics order,upi,false,null,0,true,customer695@example.com,+919000000694,4950,0,1704206040,,,,,0.018,0.018,49.5,
pay_EH24010800696,payment,1233000,INR,captured,order_EH24010800696,inv_EH24010800696,Online electronics order,netbanking,false,null,0,true,customer696@example.com,+919000000695,22194,0,1704728100,,,,,0.018,0.018,221.94,
pay_EH24013000697,payment,400000,INR,captured,order_EH24013000697,inv_EH24013000697,Online electronics order,netbanking,false,null,0,true,customer697@example.com,+919000000696,7200,0,1706632560,,,,,0.018,0.018,72.0,
pay_EH24011500698,payment,707000,INR,captured,order_EH24011500698,inv_EH24011500698,Online electronics order,upi,false,null,0,true,customer698@example.com,+919000000697,12726,0,1705340220,,,,,0.018,0.018,127.26,
pay_EH24012900699,payment,211000,INR,captured,order_EH24012900699,inv_EH24012900699,Online electronics order,upi,false,null,0,true,customer699@example.com,+919000000698,3797,0,1706553480,,,,,0.018,0.018,37.98,
pay_EH24012300700,payment,1062000,INR,captured,order_EH24012300700,inv_EH24012300700,Online electronics order,upi,false,null,0,true,customer700@example.com,+919000000699,19116,0,1706038740,,,,,0.018,0.018,191.16,
pay_EH24010500701,payment,547000,INR,captured,order_EH24010500701,inv_EH24010500701,Online electronics order,emi,false,null,0,true,customer701@example.com,+919000000700,9846,0,1704451200,,,,,0.018,0.018,98.46,
pay_EH24010800702,payment,519000,INR,captured,order_EH24010800702,inv_EH24010800702,Online electronics order,upi,false,null,0,true,customer702@example.com,+919000000701,9342,0,1704714060,,,,,0.018,0.018,93.42,
pay_EH24010200703,payment,127000,INR,captured,order_EH24010200703,inv_EH24010200703,Online electronics order,upi,false,null,0,true,customer703@example.com,+919000000702,2286,0,1704199320,,,,,0.018,0.018,22.86,
pay_EH24010700704,payment,359000,INR,captured,order_EH24010700704,inv_EH24010700704,Online electronics order,card,false,null,0,true,customer704@example.com,+919000000703,6462,0,1704634980,card_425a355570d8,American Express,credit,,0.018,0.018,64.62,
pay_EH24012300705,payment,286000,INR,captured,order_EH24012300705,inv_EH24012300705,Online electronics order,netbanking,false,null,0,true,customer705@example.com,+919000000704,5148,0,1706021040,,,,,0.018,0.018,51.48,
pay_EH24012100706,payment,989000,INR,captured,order_EH24012100706,inv_EH24012100706,Online electronics order,card,false,partial,291000,true,customer706@example.com,+919000000705,17802,0,1705851900,card_568579176710,RuPay,debit,,0.018,0.018,178.02,
pay_EH24012700707,payment,627000,INR,captured,order_EH24012700707,inv_EH24012700707,Online electronics order,upi,false,null,0,true,customer707@example.com,+919000000706,11286,0,1706373960,,,,,0.018,0.018,112.86,
pay_EH24011700708,payment,267000,INR,captured,order_EH24011700708,inv_EH24011700708,Online electronics order,netbanking,false,null,0,true,customer708@example.com,+919000000707,4806,0,1705513620,,,,,0.018,0.018,48.06,
pay_EH24010600709,payment,346000,INR,captured,order_EH24010600709,inv_EH24010600709,Online electronics order,card,false,null,0,true,customer709@example.com,+919000000708,6228,0,1704566880,card_b1a89198a5cf,RuPay,credit,,0.018,0.018,62.28,
pay_EH24012600710,payment,282000,INR,captured,order_EH24012600710,inv_EH24012600710,Online electronics order,upi,true,null,0,true,customer710@example.com,+919000000709,5076,0,1706298540,,,,,0.018,0.018,50.76,
pay_EH24011700711,payment,7071000,INR,captured,order_EH24011700711,inv_EH24011700711,Online electronics order,upi,false,null,0,true,customer711@example.com,+919000000710,127278,0,1705488600,,,,,0.018,0.018,1272.78,
pay_EH24012100712,payment,6213000,INR,captured,order_EH24012100712,inv_EH24012100712,Online electronics order,card,false,null,0,true,customer712@example.com,+919000000711,111833,0,1705837860,card_19c1e32f5613,American Express,debit,,0.018,0.018,1118.34,
pay_EH24012500713,payment,516000,INR,captured,order_EH24012500713,inv_EH24012500713,Online electronics order,card,false,null,0,true,customer713@example.com,+919000000712,9288,0,1706187120,card_f5cd0fad0d96,American Express,debit,,0.018,0.018,92.88,
pay_EH24012400714,payment,762000,INR,captured,order_EH24012400714,inv_EH24012400714,Online electronics order,upi,false,null,0,true,customer714@example.com,+919000000713,13716,0,1706104380,,,,,0.018,0.018,137.16,
pay_EH24012400715,payment,589000,INR,captured,order_EH24012400715,inv_EH24012400715,Online electronics order,card,false,null,0,true,customer715@example.com,+919000000714,10602,0,1706108040,card_618b0d32bda0,Visa,debit,,0.018,0.018,106.02,
pay_EH24012400716,payment,1391000,INR,captured,order_EH24012400716,inv_EH24012400716,Online electronics order,card,false,null,0,true,customer716@example.com,+919000000715,25038,0,1706111700,card_c34d4d939c4b,Visa,credit,,0.018,0.018,250.38,
pay_EH24011900717,payment,492000,INR,captured,order_EH24011900717,inv_EH24011900717,Online electronics order,netbanking,false,null,0,true,customer717@example.com,+919000000716,8856,0,1705683360,,,,,0.018,0.018,88.56,
pay_EH24012900718,payment,1456000,INR,captured,order_EH24012900718,inv_EH24012900718,Online electronics order,card,false,null,0,true,customer718@example.com,+919000000717,26208,0,1706551020,card_cf8a66477c20,American Express,credit,,0.018,0.018,262.08,
pay_EH24011000719,payment,347000,INR,captured,order_EH24011000719,inv_EH24011000719,Online electronics order,card,false,null,0,true,customer719@example.com,+919000000718,6246,0,1704913080,card_c77b08d9b4cc,RuPay,credit,,0.018,0.018,62.46,
pay_EH24010800720,payment,1104000,INR,captured,order_EH24010800720,inv_EH24010800720,Online electronics order,upi,false,null,0,true,customer720@example.com,+919000000719,19872,0,1704743940,,,,,0.018,0.018,198.72,
pay_EH24011400721,payment,551000,INR,captured,order_EH24011400721,inv_EH24011400721,Online electronics order,upi,false,null,0,true,customer721@example.com,+919000000720,9918,0,1705226400,,,,,0.018,0.018,99.18,
pay_EH24011100722,payment,169000,INR,captured,order_EH24011100722,inv_EH24011100722,Online electronics order,emi,false,null,0,true,customer722@example.com,+919000000721,3042,0,1704970860,,,,,0.018,0.018,30.42,
pay_EH24012000723,payment,196000,INR,captured,order_EH24012000723,inv_EH24012000723,Online electronics order,upi,false,null,0,true,customer723@example.com,+919000000722,3528,0,1705752120,,,,,0.018,0.018,35.28,
pay_EH24012100724,payment,590000,INR,captured,order_EH24012100724,inv_EH24012100724,Online electronics order,wallet,false,null,0,true,customer724@example.com,+919000000723,10620,0,1705842180,,,,,0.018,0.018,106.2,
pay_EH24010300725,payment,272000,INR,captured,order_EH24010300725,inv_EH24010300725,Online electronics order,card,false,null,0,true,customer725@example.com,+919000000724,4896,0,1704290640,card_a632d11f344e,Visa,credit,,0.018,0.018,48.96,
pay_EH24013100726,payment,734000,INR,captured,order_EH24013100726,inv_EH24013100726,Online electronics order,card,true,null,0,true,customer726@example.com,+919000000725,13212,0,1706713500,card_4eba8fe539a2,RuPay,debit,,0.018,0.018,132.12,
pay_EH24012200727,payment,1081000,INR,captured,order_EH24012200727,inv_EH24012200727,Online electronics order,card,false,null,0,true,customer727@example.com,+919000000726,19458,0,1705939560,card_5d8178a8c602,MasterCard,debit,,0.018,0.018,194.58,
pay_EH24013000728,payment,285000,INR,captured,order_EH24013000728,inv_EH24013000728,Online electronics order,card,false,partial,125000,true,customer728@example.com,+919000000727,5130,0,1706634420,card_06ce9e7890bd,American Express,debit,,0.018,0.018,51.3,
pay_EH24012100729,payment,1406000,INR,captured,order_EH24012100729,inv_EH24012100729,Online electronics order,upi,false,null,0,true,customer729@example.com,+919000000728,25308,0,1705860480,,,,,0.018,0.018,253.08,
pay_EH24010200730,payment,5402000,INR,captured,order_EH24010200730,inv_EH24010200730,Online electronics order,card,false,null,0,true,customer730@example.com,+919000000729,97236,0,1704222540,card_6b04927a6a50,RuPay,debit,,0.018,0.018,972.36,
pay_EH24011600731,payment,508000,INR,captured,order_EH24011600731,inv_EH24011600731,Online electronics order,netbanking,false,null,0,true,customer731@example.com,+919000000730,9144,0,1705399800,,,,,0.018,0.018,91.44,
pay_EH24011800732,payment,398000,INR,captured,order_EH24011800732,inv_EH24011800732,Online electronics order,card,false,partial,124000,true,customer732@example.com,+919000000731,7164,0,1705576260,card_24b4ba02eb63,Visa,debit,,0.018,0.018,71.64,
pay_EH24012900733,payment,372000,INR,captured,order_EH24012900733,inv_EH24012900733,Online electronics order,card,false,null,0,true,customer733@example.com,+919000000732,6695,0,1706530320,card_1e5f7979a72c,MasterCard,credit,,0.018,0.018,66.96,
pay_EH24013000734,payment,230000,INR,captured,order_EH24013000734,inv_EH24013000734,Online electronics order,upi,false,null,0,true,customer734@example.com,+919000000733,4140,0,1706620380,,,,,0.018,0.018,41.4,
pay_EH24012800735,payment,682000,INR,captured,order_EH24012800735,inv_EH24012800735,Online electronics order,upi,false,null,0,true,customer735@example.com,+919000000734,12276,0,1706451240,,,,,0.018,0.018,122.76,
pay_EH24010600736,payment,186000,INR,captured,order_EH24010600736,inv_EH24010600736,Online electronics order,card,false,null,0,true,customer736@example.com,+919000000735,3347,0,1704554100,card_d542ff4c5719,RuPay,credit,,0.018,0.018,33.48,
pay_EH24011600737,payment,348000,INR,captured,order_EH24011600737,inv_EH24011600737,Online electronics order,card,false,null,0,true,customer737@example.com,+919000000736,6264,0,1705421760,card_4c51b140dae9,RuPay,credit,,0.018,0.018,62.64,
pay_EH24010500738,payment,809000,INR,captured,order_EH24010500738,inv_EH24010500738,Online electronics order,card,false,null,0,true,customer738@example.com,+919000000737,14562,0,1704475020,card_5d6c8acb3168,Visa,debit,,0.018,0.018,145.62,
pay_EH24011700739,payment,755000,INR,captured,order_EH24011700739,inv_EH24011700739,Online electronics order,upi,false,null,0,true,customer739@example.com,+919000000738,13590,0,1705515480,,,,,0.018,0.018,135.9,
pay_EH24012800740,payment,570000,INR,captured,order_EH24012800740,inv_EH24012800740,Online electronics order,card,false,null,0,true,customer740@example.com,+919000000739,10260,0,1706469540,card_0cdfa1d781a5,American Express,credit,,0.018,0.018,102.6,
pay_EH24012600741,payment,1144000,INR,captured,order_EH24012600741,inv_EH24012600741,Online electronics order,upi,false,null,0,true,customer741@example.com,+919000000740,20592,0,1706264400,,,,,0.018,0.018,205.92,
pay_EH24011500742,payment,274000,INR,captured,order_EH24011500742,inv_EH24011500742,Online electronics order,upi,false,null,0,true,customer742@example.com,+919000000741,4932,0,1705317660,,,,,0.018,0.018,49.32,
pay_EH24013100743,payment,236000,INR,captured,order_EH24013100743,inv_EH24013100743,Online electronics order,upi,false,null,0,true,customer743@example.com,+919000000742,4248,0,1706703720,,,,,0.018,0.018,42.48,
pay_EH24011100744,payment,628000,INR,captured,order_EH24011100744,inv_EH24011100744,Online electronics order,upi,false,partial,115000,true,customer744@example.com,+919000000743,11304,0,1704979380,,,,,0.018,0.018,113.04,
pay_EH24012100745,payment,1292000,INR,captured,order_EH24012100745,inv_EH24012100745,Online electronics order,upi,false,null,0,true,customer745@example.com,+919000000744,23256,0,1705847040,,,,,0.018,0.018,232.56,
pay_EH24013000746,payment,5301000,INR,captured,order_EH24013000746,inv_EH24013000746,Online electronics order,netbanking,false,null,0,true,customer746@example.com,+919000000745,95418,0,1706628300,,,,,0.018,0.018,954.18,
pay_EH24012300747,payment,665000,INR,captured,order_EH24012300747,inv_EH24012300747,Online electronics order,netbanking,false,null,0,true,customer747@example.com,+919000000746,11970,0,1706027160,,,,,0.018,0.018,119.7,
pay_EH24010300748,payment,1229000,INR,captured,order_EH24010300748,inv_EH24010300748,Online electronics order,upi,false,null,0,true,customer748@example.com,+919000000747,22122,0,1704302820,,,,,0.018,0.018,221.22,
pay_EH24011000749,payment,632000,INR,captured,order_EH24011000749,inv_EH24011000749,Online electronics order,upi,false,null,0,true,customer749@example.com,+919000000748,11376,0,1704911280,,,,,0.018,0.018,113.76,
pay_EH24012900750,payment,778000,INR,captured,order_EH24012900750,inv_EH24012900750,Online electronics order,netbanking,false,null,0,true,customer750@example.com,+919000000749,14004,0,1706556540,,,,,0.018,0.018,140.04,
pay_EH24011000751,payment,883000,INR,captured,order_EH24011000751,inv_EH24011000751,Online electronics order,upi,false,null,0,true,customer751@example.com,+919000000750,15894,0,1704882600,,,,,0.018,0.018,158.94,
